Resource Type,Metric,Metric Display Name,Unit,Aggregation Type,Description,Enable for monitoring,Alert Type,Tag Name,Threshold,Threshold Sensitivity,Operator,Eval Frequency,Window Size,Failing Periods,Evaluation Periods,Aggregation Time,Alert Name,Alert Description,Severity
NGINX.NGINXPLUS/nginxDeployments,plus.cache.bypass.responses,Cache bypass responses,Count,Total (Sum),The total number of responses that bypassed the cache during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.bypass.responses_written,Cache bypass responses written,Count,Total (Sum),The total number of responses that bypassed the cache and were written back to the cache during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.expired.bytes,Cache expired bytes,Bytes,Total (Sum),The total number of bytes served from the cache after expiration and refresh from the origin server during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.expired.bytes_written,Cache expired bytes written,Bytes,Total (Sum),The total number of bytes written back to the cache after expiration and refresh from the origin server during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.expired.responses,Cache expired responses,Count,Total (Sum),The total number of cache responses that expired and had to be refreshed from the origin server during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.expired.responses_written,Cache expired responses written,Count,Total (Sum),The total number of expired cache responses that were refreshed and written back to the cache during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.hit.bytes,Cache hit bytes,Bytes,Total (Sum),The total number of bytes served from the cache during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.hit.ratio,Cache hit ratio,Count,Average,The average ratio of cache hits to misses during the aggregation interval,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.hit.responses,Cache hit responses,Count,Total (Sum),The total number of responses that were served from the cache during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.max_size,Cache max size,Count,Maximum,The max size of the cache during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.miss.bytes,Cache miss bytes,Bytes,Total (Sum),The total number of bytes served from the origin server due to cache misses during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.miss.responses,Cache miss responses,Count,Total (Sum),The total number of responses that were not served from the cache (cache misses) during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.revalidated.bytes,Cache revalidated bytes,Bytes,Total (Sum),The total number of bytes served from the cache after successful revalidation with the origin server during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.revalidated.responses,Cache revalidated responses,Count,Total (Sum),The total number of cache responses that were successfully revalidated with the origin server during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.size,Cache Size,Count,Average,The average size of the cache during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.stale.bytes,Cache stale bytes,Bytes,Total (Sum),The total number of bytes served from stale cache content during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.stale.responses,Cache stale responses,Count,Total (Sum),The total number of responses served from stale cache content during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.updating.bytes,Cache updating bytes,Bytes,Total (Sum),The total number of bytes served from the cache while the cache is being updated during the aggregation interval.,,,,,,,,,,,,,,
NGINX.NGINXPLUS/nginxDeployments,plus.cache.updating.responses,Cache updating responses,Count,Total (Sum),The total number of responses served from the cache while the cache is being updated during the aggregation interval.,,,,,,,,,,,,,,
Oracle.Database/autonomousDatabases,oci_autonomous_database/DatabaseAvailability,Database Availability,Count,"Minimum, Maximum, Average",The database is available for connections in the given minute with possible values: 1 = DB Available 0 = DB Unavailable. (Statistic: Mean Interval: 1 minute),,,,,,,,,,,,,,
Oracle.Database/cloudVmClusters,oci_database_cluster/NodeStatus,Node Status,Count,"Minimum, Maximum, Average",Indicates whether the host is reachable.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,Clusternode Memory Used,Memory Used,Bytes,"Minimum, Maximum, Average",The used memory of the node.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,Hyper-V Dynamic Memory VM\Current Pressure,Vm Memory Pressure,Percent,"Minimum, Maximum, Average",The ratio of memory demanded by the virtual machine over memory allocated to the virtual machine.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,Hyper-V Dynamic Memory VM\Guest Visible Physical Memory,Vm Memory Total,Bytes,"Minimum, Maximum, Average",Total memory.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,Memory\Available Bytes,Memory Available,Bytes,"Minimum, Maximum, Average",The available memory of the node.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,NUMA Node Memory\Total MBytes,Memory Total,Bytes,"Minimum, Maximum, Average",The total physical memory of the node.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,Physicaldisk Capacity Size Total,Physicaldisk Capacity Size Total,Bytes,"Minimum, Maximum, Average",The total storage capacity of the drive.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,VHD Size Current,Vhd Size Current,Bytes,"Minimum, Maximum, Average",The current file size of the virtual hard disk if dynamically expanding. If fixed the series is not collected.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,VHD Size Maximum,Vhd Size Maximum,Bytes,"Minimum, Maximum, Average",The maximum size of the virtual hard disk if dynamically expanding. If fixed the series is the size.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,VM Assigned Memory,Vm Memory Assigned,Bytes,"Minimum, Maximum, Average",The quantity of memory assigned to the virtual machine.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,vm memory maximum,Vm Memory Maximum,Bytes,"Minimum, Maximum, Average",If using dynamic memory this is the maximum quantity of memory that may be assigned to the virtual machine.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,vm memory minimum,Vm Memory Minimum,Bytes,"Minimum, Maximum, Average",If using dynamic memory this is the minimum quantity of memory that may be assigned to the virtual machine.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,Vm Memory Startup,Vm Memory Startup,Bytes,"Minimum, Maximum, Average",The quantity of memory required for the virtual machine to start.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,VM Memory Used,VM Memory Used,Bytes,"Minimum, Maximum, Average",The used memory.,,,,,,,,,,,,,,
Microsoft.azurestackhci/clusters,volume size total,Volume Size Total,Bytes,"Minimum, Maximum, Average",The total storage capacity of the volume.,,,,,,,,,,,,,,
microsoft.bing/accounts,ClientErrors,Client Errors,Count,Total (Sum),Number of calls with any client error (HTTP status code 4xx),,,,,,,,,,,,,,
microsoft.bing/accounts,ServerErrors,Server Errors,Count,Total (Sum),Number of calls with any server error (HTTP status code 5xx),,,,,,,,,,,,,,
microsoft.bing/accounts,TotalErrors,Total Errors,Count,Total (Sum),Number of calls with any error (HTTP status code 4xx or 5xx),,,,,,,,,,,,,,
Microsoft.BotService/botServices/channels,RequestLatency,Requests Latencies,Milliseconds,Average,How long it takes to get request response,,,,,,,,,,,,,,
Microsoft.BotService/botServices/channels,RequestsTraffic,Requests Traffic,Count,Average,Number of requests within a given period of time,,,,,,,,,,,,,,
Microsoft.BotService/botServices/connections,RequestLatency,Requests Latencies,Milliseconds,Average,How long it takes to get request response,,,,,,,,,,,,,,
Microsoft.BotService/botServices/connections,RequestsTraffic,Requests Traffic,Count,Average,Number of requests within a given period of time,,,,,,,,,,,,,,
Microsoft.BotService/checknameavailability,RequestLatency,Requests Latencies,Milliseconds,Average,How long it takes to get request response,,,,,,,,,,,,,,
Microsoft.BotService/checknameavailability,RequestsTraffic,Requests Traffic,Count,Average,Number of requests within a given period of time,,,,,,,,,,,,,,
Microsoft.BotService/hostsettings,RequestLatency,Requests Latencies,Milliseconds,Average,How long it takes to get request response,,,,,,,,,,,,,,
Microsoft.BotService/hostsettings,RequestsTraffic,Requests Traffic,Count,Average,Number of requests within a given period of time,,,,,,,,,,,,,,
Microsoft.BotService/listauthserviceproviders,RequestLatency,Requests Latencies,Milliseconds,Average,How long it takes to get request response,,,,,,,,,,,,,,
Microsoft.BotService/listauthserviceproviders,RequestsTraffic,Requests Traffic,Count,Average,Number of requests within a given period of time,,,,,,,,,,,,,,
Microsoft.BotService/listqnamakerendpointkeys,RequestLatency,Requests Latencies,Milliseconds,Average,How long it takes to get request response,,,,,,,,,,,,,,
Microsoft.BotService/listqnamakerendpointkeys,RequestsTraffic,Requests Traffic,Count,Average,Number of requests within a given period of time,,,,,,,,,,,,,,
Microsoft.ClassicCompute/domainNames/slots/roles,Disk Read Bytes/Sec,Disk Read,BytesPerSecond,Average,Average bytes read from disk during monitoring period.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/domainNames/slots/roles,Disk Read Operations/Sec,Disk Read Operations/Sec,CountPerSecond,Average,Disk Read IOPS.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/domainNames/slots/roles,Disk Write Bytes/Sec,Disk Write,BytesPerSecond,Average,Average bytes written to disk during monitoring period.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/domainNames/slots/roles,Disk Write Operations/Sec,Disk Write Operations/Sec,CountPerSecond,Average,Disk Write IOPS.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/domainNames/slots/roles,Network In,Network In,Bytes,Total (Sum),The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic).,,,,,,,,,,,,,,
Microsoft.ClassicCompute/domainNames/slots/roles,Network Out,Network Out,Bytes,Total (Sum),The number of bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic).,,,,,,,,,,,,,,
Microsoft.ClassicCompute/domainNames/slots/roles,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s).,,,,80,,GreaterThanOrEqual,PT1H,PT1H,,,Average,,,1
Microsoft.ClassicCompute/virtualMachines,Disk Read Bytes/Sec,Disk Read,BytesPerSecond,Average,Average bytes read from disk during monitoring period.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/virtualMachines,Disk Read Operations/Sec,Disk Read Operations/Sec,CountPerSecond,Average,Disk Read IOPS.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/virtualMachines,Disk Write Bytes/Sec,Disk Write,BytesPerSecond,Average,Average bytes written to disk during monitoring period.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/virtualMachines,Disk Write Operations/Sec,Disk Write Operations/Sec,CountPerSecond,Average,Disk Write IOPS.,,,,,,,,,,,,,,
Microsoft.ClassicCompute/virtualMachines,Network In,Network In,Bytes,Total (Sum),The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic).,,,,,,,,,,,,,,
Microsoft.ClassicCompute/virtualMachines,Network Out,Network Out,Bytes,Total (Sum),The number of bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic).,,,,,,,,,,,,,,
Microsoft.ClassicCompute/virtualMachines,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s).,,,,80,,GreaterThanOrEqual,PT1H,PT1H,,,Average,,,1
Microsoft.ClassicStorage/storageAccounts,UsedCapacity,Used capacity,Bytes,Average,Account used capacity,,,,,,,,,,,Average,,,
Microsoft.ClassicStorage/storageAccounts/blobServices,BlobCapacity,Blob Capacity,Bytes,Average,The amount of storage used by the storage account's Blob service in bytes.,,,,,,,,,,,Average,,,
Microsoft.ClassicStorage/storageAccounts/blobServices,BlobCount,Blob Count,Count,Average,The number of Blob in the storage account's Blob service.,,,,,,,,,,,Average,,,
Microsoft.ClassicStorage/storageAccounts/blobServices,ContainerCount,Blob Container Count,Count,Average,The number of containers in the storage account's Blob service.,,,,,,,,,,,Average,,,
Microsoft.ClassicStorage/storageAccounts/blobServices,IndexCapacity,Index Capacity,Bytes,Average,The amount of storage used by ADLS Gen2 (Hierarchical) Index in bytes.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/fileServices,FileCapacity,File Capacity,Bytes,Average,The amount of storage used by the storage account's File service in bytes.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/fileServices,FileCount,File Count,Count,Average,The number of file in the storage account's File service.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/fileServices,FileShareCount,File Share Count,Count,Average,The number of file shares in the storage account's File service.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/fileServices,FileShareQuota,File share quota size,Bytes,Average,The upper limit on the amount of storage that can be used by Azure Files Service in bytes.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/fileServices,FileShareSnapshotCount,File Share Snapshot Count,Count,Average,The number of snapshots present on the share in storage account's Files Service.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/fileServices,FileShareSnapshotSize,File Share Snapshot Size,Bytes,Average,The amount of storage used by the snapshots in storage account's File service in bytes.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/queueServices,QueueCapacity,Queue Capacity,Bytes,Average,The amount of storage used by the storage account's Queue service in bytes.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/queueServices,QueueCount,Queue Count,Count,Average,The number of queue in the storage account's Queue service.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/queueServices,QueueMessageCount,Queue Message Count,Count,Average,The approximate number of queue messages in the storage account's Queue service.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/tableServices,TableCapacity,Table Capacity,Bytes,Average,The amount of storage used by the storage account's Table service in bytes.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/tableServices,TableCount,Table Count,Count,Average,The number of table in the storage account's Table service.,,,,,,,,,,,,,,
Microsoft.ClassicStorage/storageAccounts/tableServices,TableEntityCount,Table Entity Count,Count,Average,The number of table entities in the storage account's Table service.,,,,,,,,,,,,,,
Microsoft.ClusterStor/nodes,TotalCapacityUsed,TotalCapacityUsed,Bytes,Average,The total capacity used in lustre file system,,,,,,,,,,,,,,
Microsoft.ClusterStor/nodes,TotalRead,TotalRead,BytesPerSecond,Average,The total lustre file system read per second,,,,,,,,,,,,,,
Microsoft.ClusterStor/nodes,TotalWrite,TotalWrite,BytesPerSecond,Average,The total lustre file system write per second,,,,,,,,,,,,,,
Microsoft.ClusterStor/nodes,TotalCapacityAvailable,TotalCapacityAvailable,Bytes,Average,The total capacity available in lustre file system,,,,,,,,,,,,,,
microsoft.compute/disks,Composite Disk Read Bytes/sec,Disk Read Bytes/sec,BytesPerSecond,Average,Bytes/sec read from disk during monitoring period,,,,,,,,,,,,,,
microsoft.compute/disks,Composite Disk Read Operations/sec,Disk Read Operations/sec,CountPerSecond,Average,Number of read IOs performed on a disk during monitoring period,,,,,,,,,,,,,,
microsoft.compute/disks,Composite Disk Write Bytes/sec,Disk Write Bytes/sec,BytesPerSecond,Average,Bytes/sec written to disk during monitoring period,,,,,,,,,,,,,,
microsoft.compute/disks,Composite Disk Write Operations/sec,Disk Write Operations/sec,CountPerSecond,Average,Number of Write IOs performed on a disk during monitoring period,,,,,,,,,,,,,,
microsoft.compute/disks,DiskPaidBurstIOPS,Disk On-demand Burst Operations,Count,Average,The accumulated operations of burst transactions used for disks with on-demand burst enabled. Emitted on an hour interval,,,,,,,,,,,,,,
Microsoft.DataBoxEdge/dataBoxEdgeDevices,AvailableCapacity,Available Capacity,Bytes,"Average, Minimum, Maximum",The available capacity in bytes during the reporting period.,,,,,,,,,,,,,,
Microsoft.DataBoxEdge/dataBoxEdgeDevices,TotalCapacity,Total Capacity,Bytes,"Average, Minimum, Maximum",The total capacity of the device in bytes during the reporting period.,,,,,,,,,,,,,,
Microsoft.DurableTask/schedulers,ActivityActiveItems,Activity Active Items,Count,"Total (Sum), Average, Maximum, Minimum",Number of active work items being actively processed,,,,,,,,,,,,,,
Microsoft.DurableTask/schedulers,ActivityPendingItems,Activity Pending Items,Count,"Total (Sum), Average, Maximum, Minimum",Number of activity work items ready to be processed,,,,,,,,,,,,,,
Microsoft.DurableTask/schedulers,ConnectedWorkers,Connected Workers,Count,"Total (Sum), Average, Maximum, Minimum",Number of connected workers to a task hub,,,,,,,,,,,,,,
Microsoft.DurableTask/schedulers,EntityActiveItems,Entity Active Items,Count,"Total (Sum), Average, Maximum, Minimum",Number of entity work items being actively processed,,,,,,,,,,,,,,
Microsoft.DurableTask/schedulers,EntityPendingItems,Entity Pending Items,Count,"Total (Sum), Average, Maximum, Minimum",Number of entity work items ready to be processed,,,,,,,,,,,,,,
Microsoft.DurableTask/schedulers,OrchestratorActiveItems,Orchestrator Active Items,Count,"Total (Sum), Average, Maximum, Minimum",Number of orchestrator work items being actively processed,,,,,,,,,,,,,,
Microsoft.DurableTask/schedulers,OrchestratorPendingItems,Orchestrator Pending Items,Count,"Total (Sum), Average, Maximum, Minimum",Number of orchestrator work items ready to be processed,,,,,,,,,,,,,,
microsoft.edgezones/edgezones,DiskStorageUsedSizeUsage,Disk Usage Percentage,Percent,Average,The utilization of the Managed Disk capacity in Azure Edge Zone Enterprise site.,,,,,,,,,,,,,,
microsoft.edgezones/edgezones,TotalDiskStorageSizeCapacity,Total Disk Capacity,Bytes,Average,The total capacity of Managed Disk in Azure Edge Zone Enterprise site.,,,,,,,,,,,,,,
microsoft.edgezones/edgezones,TotalVcoreCapacity,Total VCore Capacity,Count,Average,The total capacity of the General-Purpose Compute vcore in Edge Zone Enterprise site.,,,,,,,,,,,,,,
microsoft.edgezones/edgezones,VcoresUsage,Vcore Usage Percentage,Percent,Average,The utilization of the General-Purpose Compute vcores in Edge Zone Enterprise site,,,,,,,,,,,,,,
Microsoft.ElasticSan/elasticSans,Availability,Availability,Percent,"Average, Minimum, Maximum",The percentage of availability for the storage service or the specified API operation. Availability is calculated by taking the TotalBillableRequests value and dividing it by the number of applicable requests including those that produced unexpected errors. All unexpected errors result in reduced availability for the storage service or the specified API operation.,,,,,,,,,,,,,,
Microsoft.ElasticSan/elasticSans,Egress,Egress,Bytes,"Total (Sum), Average, Minimum, Maximum",The amount of egress data. This number includes egress to external client from Azure Storage as well as egress within Azure. As a result this number does not reflect billable egress.,,,,,,,,,,,,,,
Microsoft.ElasticSan/elasticSans,Ingress,Ingress,Bytes,"Total (Sum), Average, Minimum, Maximum",The amount of ingress data in bytes. This number includes ingress from an external client into Azure Storage as well as ingress within Azure.,,,,,,,,,,,,,,
Microsoft.ElasticSan/elasticSans,SuccessE2ELatency,Success E2E Latency,MilliSeconds,"Average, Minimum, Maximum",The average end-to-end latency of successful requests made to a storage service or the specified API operation in milliseconds. This value includes the required processing time within Azure Storage to read the request send the response and receive acknowledgment of the response.,,,,,,,,,,,,,,
Microsoft.ElasticSan/elasticSans,SuccessServerLatency,Success Server Latency,MilliSeconds,"Average, Minimum, Maximum",The average time used to process a successful request by Azure Storage. This value does not include the network latency specified in SuccessE2ELatency.,,,,,,,,,,,,,,
Microsoft.ElasticSan/elasticSans,Transactions,Transactions,Count,Total (Sum),The number of requests made to a storage service or the specified API operation. This number includes successful and failed requests as well as requests which produced errors. Use ResponseType dimension for the number of different type of response.,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,CategorizedGatewayRequests,Categorized Gateway Requests,Count,"Count, Total (Sum)",Number of gateway requests by categories (1xx/2xx/3xx/4xx/5xx),,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,GatewayRequests,Gateway Requests,Count,"Count, Total (Sum)",Number of gateway requests,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ConsumerRequest.m1_delta,REST proxy Consumer RequestThroughput,CountPerSecond,Total (Sum),Number of consumer requests to Kafka REST proxy,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ConsumerRequestFail.m1_delta,REST proxy Consumer Unsuccessful Requests,CountPerSecond,Total (Sum),Consumer request exceptions,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ConsumerRequestTime.p95,REST proxy Consumer RequestLatency,Milliseconds,Average,Message latency in a consumer request through Kafka REST proxy,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ConsumerRequestWaitingInQueueTime.p95,REST proxy Consumer Request Backlog,Milliseconds,Average,Consumer REST proxy queue length,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.MessagesIn.m1_delta,REST proxy Producer MessageThroughput,CountPerSecond,Total (Sum),Number of producer messages through Kafka REST proxy,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.MessagesOut.m1_delta,REST proxy Consumer MessageThroughput,CountPerSecond,Total (Sum),Number of consumer messages through Kafka REST proxy,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.OpenConnections,REST proxy ConcurrentConnections,Count,Total (Sum),Number of concurrent connections through Kafka REST proxy,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ProducerRequest.m1_delta,REST proxy Producer RequestThroughput,CountPerSecond,Total (Sum),Number of producer requests to Kafka REST proxy,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ProducerRequestFail.m1_delta,REST proxy Producer Unsuccessful Requests,CountPerSecond,Total (Sum),Producer request exceptions,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ProducerRequestTime.p95,REST proxy Producer RequestLatency,Milliseconds,Average,Message latency in a producer request through Kafka REST proxy,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,KafkaRestProxy.ProducerRequestWaitingInQueueTime.p95,REST proxy Producer Request Backlog,Milliseconds,Average,Producer REST proxy queue length,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,NumActiveWorkers,Number of Active Workers,Count,"Average, Maximum, Minimum",Number of Active Workers,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,PendingCPU,Pending CPU,Count,"Average, Maximum, Minimum",Pending CPU Requests in YARN,,,,,,,,,,,,,,
Microsoft.HDInsight/clusters,PendingMemory,Pending Memory,Count,"Average, Maximum, Minimum",Pending Memory Requests in YARN,,,,,,,,,,,,,,
Microsoft.HealthModel/healthmodels,NodeHealthScore,Health score per node,Percent,"Average, Minimum, Maximum",Health score per node in the model. Dimension splitting should be applied. Can be a value between 0 and 100 percent. Update frequency depends on the refreshInterval of the health model. Does not include the root node.,,,,,,,,,,,,,,
Microsoft.HealthModel/healthmodels,OverallHealthScore,Overall health score,Percent,"Average, Minimum, Maximum",The health score of the root node represents the overall health of the model. Can be a value between 0 and 100 percent. Update frequency depends on the refreshInterval of the health model.,,,,,,,,,,,,,,
Microsoft.HybridContainerService/provisionedClusters,capacity_cpu_cores,Total number of cpu cores in a provisioned cluster,Count,"Total (Sum), Average",Total number of cpu cores in a provisioned cluster,,,,,,,,,,,,,,
microsoft.hybridnetwork/networkfunctions,HyperVVirtualProcessorUtilization,Average CPU Utilization,Percent,"Average, Maximum, Minimum",Total average percentage of virtual CPU utilization at one minute interval. The total number of virtual CPU is based on user configured value in SKU definition. Further filter can be applied based on RoleName defined in SKU.,,,,,,,,,,,,,,
microsoft.hybridnetwork/virtualnetworkfunctions,HyperVVirtualProcessorUtilization,Average CPU Utilization,Percent,"Average, Maximum, Minimum",Total average percentage of virtual CPU utilization at one minute interval. The total number of virtual CPU is based on user configured value in SKU definition. Further filter can be applied based on RoleName defined in SKU.,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.commands.failure,Failed command invocations,Count,Total (Sum),The count of all failed command requests initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.commands.requestSize,Request size of command invocations,Bytes,Total (Sum),Request size of all command requests initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.commands.responseSize,Response size of command invocations,Bytes,Total (Sum),Response size of all command responses initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.commands.success,Successful command invocations,Count,Total (Sum),The count of all successful command requests initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.property.read.failure,Failed Device Property Reads from IoT Central,Count,Total (Sum),The count of all failed property reads initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.property.read.success,Successful Device Property Reads from IoT Central,Count,Total (Sum),The count of all successful property reads initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.property.update.failure,Failed Device Property Updates from IoT Central,Count,Total (Sum),The count of all failed property updates initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,c2d.property.update.success,Successful Device Property Updates from IoT Central,Count,Total (Sum),The count of all successful property updates initiated from IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,connectedDeviceCount,Total Connected Devices,Count,Average,Number of devices connected to IoT Central,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,d2c.property.read.failure,Failed Device Property Reads from Devices,Count,Total (Sum),The count of all failed property reads initiated from devices,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,d2c.property.read.success,Successful Device Property Reads from Devices,Count,Total (Sum),The count of all successful property reads initiated from devices,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,d2c.property.update.failure,Failed Device Property Updates from Devices,Count,Total (Sum),The count of all failed property updates initiated from devices,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,d2c.property.update.success,Successful Device Property Updates from Devices,Count,Total (Sum),The count of all successful property updates initiated from devices,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,d2c.telemetry.ingress.allProtocol,Total Telemetry Message Send Attempts,Count,Total (Sum),Number of device-to-cloud telemetry messages attempted to be sent to the IoT Central application,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,d2c.telemetry.ingress.success,Total Telemetry Messages Sent,Count,Total (Sum),Number of device-to-cloud telemetry messages successfully sent to the IoT Central application,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,dataExport.error,Data Export Errors,Count,Total (Sum),Number of errors encountered for data export,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,dataExport.messages.filtered,Data Export Messages Filtered,Count,Total (Sum),Number of messages that have passed through filters in data export,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,dataExport.messages.received,Data Export Messages Received,Count,Total (Sum),Number of messages incoming to data export before filtering and enrichment processing,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,dataExport.messages.written,Data Export Messages Written,Count,Total (Sum),Number of messages written to a destination,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,dataExport.statusChange,Data Export Status Change,Count,Total (Sum),Number of status changes,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,deviceDataUsage,Total Device Data Usage,Bytes,Total (Sum),Bytes transferred to and from any devices connected to IoT Central application,,,,,,,,,,,,,,
Microsoft.IoTCentral/IoTApps,provisionedDeviceCount,Total Provisioned Devices,Count,Average,Number of devices provisioned in IoT Central application,,,,,,,,,,,,,,
Microsoft.IoTFirmwareDefense/workspaces,FirmwareAnalysisErrorCount,Firmware Analysis Error Count,Count,"Count, Total (Sum)",Count of firmware uploads that errored or timed out,,,,,,,,,,,,,,
